AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,, 200 - 299,$4.89 , 200 - 299,$4.89 ,,,,,,,,,KOCH
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,, 300 - 399,$4.84 , 300 - 399,$4.84 ,,,,,,,,,KOCH
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,,400+,$4.79 ,400+,$4.79 ,,,,,,,,,KOCH
OCW,City of Washington,Washington,NC,252-975-9302,,,1+,$4.61 ,1+,$4.61 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KOCW
ODO,Odessa Airport Schlemeyer Field,Odessa,TX,432-498-4000,,,1+,$6.40 ,1+,$6.30 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KODO
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 0 - 199,$6.43 , 0 - 199,$6.43 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 200 - 399,$6.34 , 200 - 399,$6.34 ,,,,,,,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 400 - 599,$6.24 , 400 - 599,$6.24 ,,,,,,,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 600 - 999,$6.14 , 600 - 999,$6.14 ,,,,,,,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,,1000+,$6.04 ,1000+,$6.04 ,,,,,,,,,KOFP
OGB,"Orangeburg, City of",Orangeburg,SC,803-534-5545,,,All Quantities,$6.25 ,All Quantities,$6.25 ,1+,$0.00 ,,,1+,$0.00 ,,,KOGB
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 0 - 300,$7.19 , 0 - 300,$7.04 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 301 - 600,$6.82 , 301 - 600,$6.67 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 601 - 900,$6.45 , 601 - 900,$6.30 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 901 - 1200,$6.07 , 901 - 1200,$5.92 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 1201 - 1500,$5.69 , 1201 - 1500,$5.54 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,,1501+,$5.32 ,1501+,$5.17 ,,,,,,,,,PHOG
OKB,KDG Aviation,Oceanside,CA,818-241-0800,,,All Quantities,$5.40 ,All Quantities,$5.40 ,,,,,,,,,KOKB
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 1 - 200,$6.92 , 1 - 200,$6.77 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 201 - 400,$6.73 , 201 - 400,$6.58 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 401 - 600,$6.55 , 401 - 600,$6.40 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 601 - 800,$6.35 , 601 - 800,$6.20 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 801 - 1000,$6.15 , 801 - 1000,$6.00 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 1001 - 2500,$5.96 , 1001 - 2500,$5.81 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 2501 - 5000,$5.10 , 2501 - 5000,$4.95 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,,5001+,$4.25 ,5001+,$4.10 ,,,,,,,,,KOMA
ONT,Guardian Jet Center,Ontario,CA,760-808-9106,,, 1 - 2500,$7.22 , 1 - 2500,$6.95 ,,,,,,,,,KONT
ONT,Guardian Jet Center,Ontario,CA,760-808-9106,,, 2501 - 5000,$7.07 , 2501 - 5000,$6.80 ,,,,,,,,,KONT
ONT,Guardian Jet Center,Ontario,CA,760-808-9106,,,5001+,$6.97 ,5001+,$6.70 ,,,,,,,,,KONT
ONX,Currituck Regional Airport,Maple,NC,252-232-6000,,,All Quantities,$4.87 ,All Quantities,$4.87 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KONX
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 0 - 300,$6.22 , 0 - 300,$6.07 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 301 - 600,$5.95 , 301 - 600,$5.80 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 601 - 900,$5.66 , 601 - 900,$5.51 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 901 - 1200,$5.37 , 901 - 1200,$5.22 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 1201 - 1500,$5.08 , 1201 - 1500,$4.93 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,,1501+,$4.80 ,1501+,$4.65 ,,,,,,,,,KOPF
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,, 1 - 500,$8.23 , 1 - 500,$8.13 ,,,,,,,,,KOQU
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,, 501 - 1000,$8.15 , 501 - 1000,$8.05 ,,,,,,,,,KOQU
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,, 1001 - 2000,$8.10 , 1001 - 2000,$8.00 ,,,,,,,,,KOQU
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,,2001+,$7.75 ,2001+,$7.65 ,,,,,,,,,KOQU
ORE,Orange Municipal Airport,Orange,MA,978-544-8189,,,All Quantities,$6.65 ,All Quantities,$6.65 ,,,,,,,,,KORE
ORG,Orange County Texas,Orange,TX,409-882-7861,,,All Quantities,$4.26 ,All Quantities,$4.26 ,1+,$0.00 ,,,1+,$0.00 ,,,KORG
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 0 - 300,$8.53 , 0 - 300,$8.38 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 301 - 600,$8.48 , 301 - 600,$8.33 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 601 - 900,$8.43 , 601 - 900,$8.28 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 901 - 1200,$8.37 , 901 - 1200,$8.22 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 1201 - 1500,$8.32 , 1201 - 1500,$8.17 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,,1501+,$8.26 ,1501+,$8.11 ,,,,,,,,,KORH
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 0 - 200,$6.25 , 0 - 200,$6.10 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 201 - 400,$6.19 , 201 - 400,$6.04 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 401 - 600,$6.13 , 401 - 600,$5.98 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 601 - 800,$6.05 , 601 - 800,$5.90 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 801 - 1000,$5.98 , 801 - 1000,$5.83 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,,1001+,$5.91 ,1001+,$5.76 ,,,,,,,,,KORL
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,, 0 - 250,$6.08 , 0 - 250,$6.08 ,,,,,,,,,KOSH
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,, 251 - 500,$6.00 , 251 - 500,$6.00 ,,,,,,,,,KOSH
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,, 501 - 1000,$5.90 , 501 - 1000,$5.90 ,,,,,,,,,KOSH
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,,1001+,$5.80 ,1001+,$5.80 ,,,,,,,,,KOSH
OTH,COOS Aviation,North Bend,OR,541-756-5181,,,All Quantities,$7.31 ,All Quantities,$7.11 ,,,,,,,,,KOTH
OWD,Flight Level Aviation OWD,Norwood,MA,800-370-8680,,,1+,$6.67 ,1+,$6.57 ,,,,,,,,,KOWD
OXB,Ocean City Municipal,Berlin,MD,410-213-2471,,,1+,$6.23 ,1+,$6.23 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KOXB
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 1 - 200,$8.52 , 1 - 200,$8.37 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 201 - 400,$8.44 , 201 - 400,$8.29 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 401 - 600,$8.34 , 401 - 600,$8.19 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 601 - 800,$8.25 , 601 - 800,$8.10 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 801 - 1000,$8.15 , 801 - 1000,$8.00 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,,1001+,$8.06 ,1001+,$7.91 ,,,,,,,,,KOXC
PAO,Rossi Aircraft Inc,Palo Alto,CA,650-493-3326,,,1+,$6.92 ,1+,$6.81 ,,,,,,,,,KPAO
PBF,Pine Bluff Aviation,Pine Bluff,AR,870-534-4131,,,All Quantities,$4.56 ,All Quantities,$4.56 ,1+,$0.00 ,,,1+,$0.00 ,,,KPBF
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 0 - 300,$7.49 , 0 - 300,$7.34 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 301 - 600,$7.10 , 301 - 600,$6.95 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 601 - 900,$6.70 , 601 - 900,$6.55 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 901 - 1200,$6.29 , 901 - 1200,$6.14 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 1201 - 1500,$5.88 , 1201 - 1500,$5.73 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,,1501+,$5.48 ,1501+,$5.33 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 0 - 250,$6.42 , 0 - 250,$6.27 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 251 - 500,$6.39 , 251 - 500,$6.24 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 501 - 1000,$6.29 , 501 - 1000,$6.14 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 1001 - 2000,$6.24 , 1001 - 2000,$6.09 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,,2001+,$6.14 ,2001+,$5.99 ,,,,,,,,,KPBI
PCD,City of Perryville,Perryville,MO,573-605-1856,,,All Quantities,$5.18 ,All Quantities,$5.18 ,,,,,,,,,KPCD
PCM,Atlas Aviation PCM,Plant City,FL,813-752-4710,,,1+,$6.75 ,1+,$6.75 ,,,,,,,,,KPCM
PDK,Aero Center Epps Atlanta,Atlanta,GA,770-458-9851,,,1+,$6.47 ,1+,$6.42 ,1+,$0.00 ,,,1+,$0.00 ,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 1 - 200,$6.04 , 1 - 200,$5.89 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 201 - 400,$5.78 , 201 - 400,$5.63 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 401 - 600,$5.49 , 401 - 600,$5.34 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 601 - 2500,$5.21 , 601 - 2500,$5.06 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 2501 - 5000,$4.97 , 2501 - 5000,$4.82 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 5001 - 7500,$4.74 , 5001 - 7500,$4.59 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,,7501+,$4.51 ,7501+,$4.36 ,,,,,,,,,KPDK
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 0 - 200,$7.83 , 0 - 200,$7.68 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 201 - 400,$7.77 , 201 - 400,$7.62 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 401 - 600,$7.72 , 401 - 600,$7.57 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 601 - 800,$7.65 , 601 - 800,$7.50 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 801 - 1000,$7.58 , 801 - 1000,$7.43 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 1001 - 2500,$7.51 , 1001 - 2500,$7.36 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 2501 - 5000,$6.52 , 2501 - 5000,$6.37 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 5001 - 7500,$5.52 , 5001 - 7500,$5.37 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,,7501+,$4.53 ,7501+,$4.38 ,,,,,,,,,KPDX
PGA,American Aviation Inc ,Page,AZ,928-608-1060,,,1+,$5.84 ,1+,$5.74 ,,,,,,,,,KPGA
PGD,PGD Air Center,Punta Gorda,FL,941-639-1101,,, 1 - 500,$6.34 , 1 - 500,$6.24 ,,,,,,,,,KPGD
PGD,PGD Air Center,Punta Gorda,FL,941-639-1101,,, 501 - 1000,$6.25 , 501 - 1000,$6.15 ,,,,,,,,,KPGD
PGD,PGD Air Center,Punta Gorda,FL,941-639-1101,,,1001+,$6.15 ,1001+,$6.05 ,,,,,,,,,KPGD
PGV,GO Air Brokerage LLC MRO Only,Wake Forest,NC,585-739-3315,,,All Quantities,$6.61 ,All Quantities,$6.57 ,1+,$0.00 ,,,1+,$0.00 ,,,KPGV
PGV,Pitt-Greenville Airport,Greenville,NC,252-902-2026,,,1+,$5.57 ,1+,$5.53 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KPGV
PHF,Rick Aviation,Newport News,VA,757-874-6415,,,1+,$6.76 ,1+,$6.76 ,All Quantities,$0.25 ,,,All Quantities,$0.25 ,,,KPHF
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 0 - 200,$8.14 , 0 - 200,$7.99 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 201 - 400,$8.08 , 201 - 400,$7.93 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 401 - 600,$8.02 , 401 - 600,$7.87 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 601 - 800,$7.94 , 601 - 800,$7.79 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 801 - 1000,$7.87 , 801 - 1000,$7.72 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 1001 - 2500,$7.80 , 1001 - 2500,$7.65 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 2501 - 5000,$6.60 , 2501 - 5000,$6.45 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 5001 - 7500,$5.40 , 5001 - 7500,$5.25 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,,7501+,$4.20 ,7501+,$4.05 ,,,,,,,,,KPHL
PHN,St Clair County,Kimball,MI,810-364-4187,,,1+,$5.21 ,1+,$5.21 ,,,,,,,,,KPHN
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,, 1 - 300,$5.86 , 1 - 300,$5.86 ,,,,,,,,,KPHX
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,, 301 - 500,$5.76 , 301 - 500,$5.76 ,,,,,,,,,KPHX
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,, 501 - 999,$5.70 , 501 - 999,$5.70 ,,,,,,,,,KPHX
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,,1000+,$5.60 ,1000+,$5.60 ,,,,,,,,,KPHX
PHX,Jackson Jet Center PHX,Phoenix,AZ,208-884-6666,,,1+,$6.94 ,1+,$6.82 ,,,,,,,,,KPHX
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 0 - 200,$7.51 , 0 - 200,$7.36 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 201 - 400,$7.41 , 201 - 400,$7.26 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 401 - 600,$7.32 , 401 - 600,$7.17 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 601 - 800,$7.21 , 601 - 800,$7.06 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 801 - 1000,$7.10 , 801 - 1000,$6.95 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,,1001+,$7.00 ,1001+,$6.85 ,,,,,,,,,KPIT
PKB,Mid Ohio Valley Regional,Williamstown,WV,304-464-5113,,,1+,$5.30 ,1+,$5.30 ,,,,,,,,,KPKB
PLR,St Clair County Airport,Pell City,AL,205-338-9456,,,All Quantities,$4.82 ,All Quantities,$4.82 ,,,,,,,,,KPLR
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 1 - 200,$6.11 , 1 - 200,$5.96 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 201 - 400,$6.05 , 201 - 400,$5.90 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 401 - 600,$6.00 , 401 - 600,$5.85 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 601 - 800,$5.94 , 601 - 800,$5.79 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,,801+,$5.89 ,801+,$5.74 ,,,,,,,,,MBPV
PLS,Provo Air Center MBPV-PLS,Providenciales,,649-432-0605,,,1+,$5.96 ,1+,$5.84 ,,,,,,,,,MBPV
PMU,Panola Aviation,Batesville,MS,662-426-8086,,,All Quantities,$5.99 ,All Quantities,$5.99 ,,,,,,,,,KPMU
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 0 - 200,$7.81 , 0 - 200,$7.66 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 201 - 400,$7.75 , 201 - 400,$7.60 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 401 - 600,$7.70 , 401 - 600,$7.55 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 601 - 800,$7.63 , 601 - 800,$7.48 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 801 - 1000,$7.56 , 801 - 1000,$7.41 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,,1001+,$7.49 ,1001+,$7.34 ,,,,,,,,,KPNE
POF,City of Poplar Bluff,Poplar Bluff,MO,573-686-8669,,,All Quantities,$5.03 ,All Quantities,$5.03 ,,,,,,,,,KPOF
POU,Flight Level Aviation POU,Wappinger Falls,NY,845-849-3770,,, 1 - 400,$7.50 , 1 - 400,$7.40 ,,,,,,,,,KPOU
POU,Flight Level Aviation POU,Wappinger Falls,NY,845-849-3770,,,401+,$7.41 ,401+,$7.31 ,,,,,,,,,KPOU
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,, 1 - 300,$6.94 , 1 - 300,$6.94 ,,,,,,,,,KPRC
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,, 301 - 500,$6.85 , 301 - 500,$6.85 ,,,,,,,,,KPRC
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,, 501 - 999,$6.70 , 501 - 999,$6.70 ,,,,,,,,,KPRC
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,,1000+,$6.45 ,1000+,$6.45 ,,,,,,,,,KPRC
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,, 1 - 999,$5.30 , 1 - 999,$5.24 ,,,,,,,,,KPSM
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,, 1000 - 2999,$5.17 , 1000 - 2999,$5.11 ,,,,,,,,,KPSM
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,, 3000 - 3999,$5.12 , 3000 - 3999,$5.06 ,,,,,,,,,KPSM
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,,4000+,$5.07 ,4000+,$5.01 ,,,,,,,,,KPSM
PSM,Port City Air - Commercial,Portsmouth,NH,630-430-1111,,,All Quantities,$4.76 ,All Quantities,$4.70 ,,,,,,,,,PSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,, 1 - 999,$6.30 , 1 - 999,$6.24 ,,,,,,,,,KPSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,, 1000 - 2999,$6.07 , 1000 - 2999,$6.01 ,,,,,,,,,KPSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,, 3000 - 3999,$6.02 , 3000 - 3999,$5.96 ,,,,,,,,,KPSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,,4000+,$5.97 ,4000+,$5.91 ,,,,,,,,,KPSM
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 0 - 200,$7.73 , 0 - 200,$7.57 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 201 - 400,$7.55 , 201 - 400,$7.39 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 401 - 600,$7.35 , 401 - 600,$7.19 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 601 - 800,$7.15 , 601 - 800,$6.99 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 801 - 1000,$6.95 , 801 - 1000,$6.79 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,,1001+,$6.75 ,1001+,$6.59 ,,,,,,,,,KPSP
PTB,Tri Cities Executive,Petersburg,VA,804-861-0218,,,1+,$6.35 ,1+,$6.35 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KPTB
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 1 - 249,$5.78 , 1 - 249,$5.65 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 250 - 499,$5.64 , 250 - 499,$5.51 ,,,,,,,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 500 - 749,$5.48 , 500 - 749,$5.35 ,,,,,,,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 750 - 999,$5.43 , 750 - 999,$5.30 ,,,,,,,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,,1000+,$5.37 ,1000+,$5.25 ,,,,,,,,,KPTK
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 0 - 300,$10.31 , 0 - 300,$10.16 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 301 - 600,$10.25 , 301 - 600,$10.10 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 601 - 900,$10.16 , 601 - 900,$10.01 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 901 - 1200,$10.08 , 901 - 1200,$9.93 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 1201 - 1500,$10.00 , 1201 - 1500,$9.85 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,,1501+,$9.92 ,1501+,$9.77 ,,,,,,,,,KPVD
PVE,Beech River Regional Airport,Darden,TN,731-845-5740,,,All Quantities,$4.52 ,All Quantities,$4.52 ,,,,,,,,,KPVE
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 0 - 200,$5.52 , 0 - 200,$5.37 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 201 - 400,$5.47 , 201 - 400,$5.32 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 401 - 600,$5.42 , 401 - 600,$5.27 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 601 - 800,$5.35 , 601 - 800,$5.20 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 801 - 1000,$5.29 , 801 - 1000,$5.14 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,,1001+,$5.23 ,1001+,$5.08 ,,,,,,,,,KPWA
PWG,JAG Aviation,McGregor,TX,254-723-1847,,, 1 - 99,$6.07 , 1 - 99,$6.07 ,,,,,,,,,KPWG
PWG,JAG Aviation,McGregor,TX,254-723-1847,,, 100 - 249,$5.93 , 100 - 249,$5.93 ,,,,,,,,,KPWG
PWG,JAG Aviation,McGregor,TX,254-723-1847,,, 250 - 499,$5.73 , 250 - 499,$5.73 ,,,,,,,,,KPWG
PWG,JAG Aviation,McGregor,TX,254-723-1847,,,500+,$5.43 ,500+,$5.43 ,,,,,,,,,KPWG
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 0 - 300,$8.44 , 0 - 300,$8.28 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 301 - 400,$8.41 , 301 - 400,$8.25 ,,,,,,,,,KPWK
