IATA,ICAO,ST/CO,CITY,FUELER,UPDATED,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
I43,VISG,IN,SURATGARH AIR FORCE STATION,HP Aviation,3/1/2026,Corporate,3.230724,1,999999,4.518491, ,No
SXR,VISR,IN,SRINAGAR,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.531944,1,99999,2.577244,PRICE VALID FOR CIVILIAN AIRCRAFT OPERATING INTERNATIONALLY.  DOMESTIC FLIGHTS AND MILITARY FLIGHTS INCUR DIFFERENT PRICING STRUCTURE AND LOCAL CHARGES.  PLEASE ENSURE A MINIMUM OF 48 HOURS NOTICE IS PROVIDED TO ENSURE SMOOTH REFUELING ,No
SXR,VISR,IN,SRINAGAR,INDIAN OIL CORPORATION - DOMESTIC,3/1/2026,Corporate,3.448485,1,999999,3.620910,"8HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
LPQ,VLLB,LA,LUANG PRABANG,LAO STATE FUEL,3/1/2026,Corporate,2.994995,1,99999,2.994995,72 HOUR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR HIGHER PRICING. ,Yes
LPQ,VLLB,LA,LUANG PRABANG,LAO STATE FUEL - DOMESTIC,2/20/2026,Corporate,3.664913,1,999999,3.664913,DOMESTIC FLIGHTS ONLY. PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
PKZ,VLPS,LA,PAKZE,LAO STATE FUEL,3/1/2026,Corporate,2.828058,1,99999,2.828058,72 HOUR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR ADDITIONAL TAXES AND FEES. ,Yes
ZVK,VLSK,LA,SAVANNAKHET,LAO STATE FUEL,3/1/2026,Corporate,2.795125,1,99999,2.795125,72 HOUR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR ADDITIONAL TAXES AND FEES. ,Yes
VTE,VLVT,LA,VIENTIANE,LAO STATE FUEL,3/1/2026,Corporate,2.763706,1,99999,2.763706,72 HOUR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR ADDITIONAL TAXES AND FEES. ,Yes
VTE,VLVT,LA,VIENTIANE,LAO STATE FUEL - DOMESTIC,2/20/2026,Corporate,3.406533,1,99999,3.406533,DOMESTIC FLIGHTS ONLY. PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
MFM,VMMC,MO,MACAU,"NAMKWONG PETRO & CHEMICALS CO, LTD",3/1/2026,Corporate,2.507156,1,99999,2.507156,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.Additional Defueling Fee on Defuelled Volume Above 1,000 USG 0.1 USD / USG.Defueling Fee 800.0 USD / Operation. ",Yes
BWA,VNBW,NP,BHAIRAHAWA,NEPAL OIL COMPANY,3/1/2026,Corporate,3.286082,1,99999,3.286082,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME ,Yes
BDP,VNCG,NP,BHADRAPUR,NEPAL OIL COMPANY,3/1/2026,Corporate,3.609887,1,99999,3.609887,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME ,Yes
DHI,VNDH,NP,DHANGADHI,NEPAL OIL COMPANY,3/1/2026,Corporate,3.609887,1,99999,3.609887,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME ,Yes
KTM,VNKT,NP,KATHMANDU,NEPAL OIL COMPANY,3/1/2026,Corporate,3.956101,1,99999,3.956101,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLIGHTS AND IS SUBJECT TO CHANGE AT ANY TIME. ,Yes
KTM,VNKT,NP,KATHMANDU,NEPAL OIL COMPANY DOMESTIC,3/1/2026,Corporate,3.373495,1,999999,3.373495, ,No
KEP,VNNG,NP,NEPALGANJ,NEPAL OIL COMPANY,3/1/2026,Corporate,3.609887,1,99999,3.609887,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME ,Yes
PHH,VNPR,NP,Pokhara,NEPAL OIL COMPANY,3/1/2026,Corporate,3.429007,1,999999,3.429007, ,No
PHH,VNPR,NP,Pokhara,NEPAL OIL COMPANY DOMESTIC,3/1/2026,Corporate,3.730495,1,999999,3.730495, ,No
BIR,VNVT,NP,BIRATNAGAR,NEPAL OIL COMPANY,3/1/2026,Corporate,3.609887,1,99999,3.609887,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME ,Yes
HSR,VO95,IN,TAMIL NADU,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.759491,1,999999,4.849744,"DOMESTIC FLIGHT ONLY 26% VAT APPLIES FOR ALL DOMESTIC FLIGHTS. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
INS,VOAR,IN,ARAKKONAM,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.543991,1,99999,4.571748,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
HAL,VOBG,IN,BENGALURU,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.529196,1,99999,4.164451,"48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
BLR,VOBL,IN,BANGALORE BIAL,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.256306,1,999999,3.842441,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
BLR,VOBL,IN,BANGALORE BIAL,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.144444,1,99999,2.233995,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
IXG,VOBM,IN,Belgaum,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.761343,1,999999,4.438385, ,No
OBR,VOBR,IN,KARNATAKA,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.711138,1,99999,4.379143,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
VGA,VOBZ,IN,VIJAYAWADA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.430882,1,999999,3.465191, ,No
CJB,VOCB,IN,COIMBATORE,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.231638,1,99999,4.168812,"48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. PRICING SUBJECT TO CHANGE AT ANY TIME. ",No
CJB,VOCB,IN,COIMBATORE,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.291944,1,99999,2.337244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
COK,VOCI,IN,COCHIN,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.337150,1,99999,3.504007,DOMESTIC FLIGHTS ONLY.MILITARY FLIGHT VAT IS 5%. ,No
COK,VOCI,IN,COCHIN,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.256944,1,99999,2.302244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
CCJ,VOCL,IN,CALICUT,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.254388,1,999999,3.417108,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,Yes
CCJ,VOCL,IN,CALICUT,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.251944,1,99999,2.297244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
CDP,VOCP,IN,Cuddapah,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.541149,1,99999,3.576560,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
CBD,VOCX,IN,NICOBAR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,4.810123,1,99999,5.291136,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
GOX,VOGA,IN,MAPUSA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.380342,1,999999,3.887393,48HR NOTICE REQUIRED. APPLICABLE DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
GOX,VOGA,IN,MAPUSA,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.221944,1,999999,2.377472, ,No
GOI,VOGO,IN,GOA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.336857,1,999999,3.856573,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
GOI,VOGO,IN,GOA,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.251944,1,99999,2.308730,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE  AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
OHK,VOHK,IN,TELANGANA,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.523869,1,99999,4.087688,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
HYD,VOHS,IN,NEW HYDERABAD INTL APT,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.415895,1,99999,3.962439,48HR NOTICE REQUIRED. DOMESTIC UPLIFTS ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
HYD,VOHS,IN,NEW HYDERABAD INTL APT,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.241944,1,99999,2.361438,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
BPM,VOHY,IN,HYDERABAD,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.514962,1,99999,4.077355,48HR NOTICE REQUIRED. APPLICABLE DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
CNN,VOKN,IN,MATTANNUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.411166,1,99999,3.445618,DOMESTIC FLIGHTS ONLY ,No
CNN,VOKN,IN,MATTANNUR,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.231944,1,99999,2.406819,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
IXM,VOMD,IN,MADURAI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.387805,1,999999,4.370269,48HR NOTICE REQUIRED.. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
IXM,VOMD,IN,MADURAI,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.291944,1,99999,2.337244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
IXE,VOML,IN,MANGALORE,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.132065,1,99999,3.695837,"DOMESTIC FUEL ONLY. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
IXE,VOML,IN,MANGALORE,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.191944,1,99999,2.327744,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE  AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
IXE,VOML,IN,MANGALORE,SHELL MRPL,3/1/2026,Corporate,CALL,1,99999,CALL,"INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING. ",Yes
MAA,VOMM,IN,CHENNAI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.313397,1,99999,4.274282,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. APPLICABLE TO AIRCRAFT REGISTERED IN A COUNTRY THAT IS PARTY TO ICAO TREATY. NOT APPLICABLE TO STATE/GOVERNMENT /MILITARY AIRCRAFTS & INDIA REGISTERED AIRCRAFTS. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING IS SUBJECT TO CHANGE AT ANY TIME. ,Yes
MAA,VOMM,IN,CHENNAI,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.236944,1,99999,2.282244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE  AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
IXZ,VOPB,IN,S ANDAMAN,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.559329,1,99999,3.594922,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
RJA,VORY,IN,Rajahmundry,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.556177,1,999999,3.591739, ,No
*SX,VOSX,IN,SULUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.688282,1,99999,4.757883,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
TJV,VOTJ,IN,Thanjavur,HP Aviation,3/1/2026,Corporate,2.881177,1,999999,3.716718,MILITARY FLIGHT REFUELING ONLY ,No
TIR,VOTP,IN,TIRUPATI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.629748,1,999999,3.666046,DOMESTIC FLIGHTS ONLY. ,No
TRZ,VOTR,IN,TIRUCHIRAPPALLI,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.291944,1,99999,2.337244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
TRV,VOTV,IN,TRIVANDRUM,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.371080,1,99999,3.405127,DOMESTIC FLIGHTS ONLY. ,No
TRV,VOTV,IN,TRIVANDRUM,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.241944,1,99999,2.396075,"24HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT, TAXES AND HIGHER PRICING. DOMESTIC TAXES PASSED THROUGH AS INCURRED.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
*OT,VOTX,IN,CHENNAI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.509498,1,99999,4.527253,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
VTZ,VOVZ,IN,VISAKHAPATNAM,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.200633,1,999999,3.232639, ,No
VTZ,VOVZ,IN,VISAKHAPATNAM,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.221944,1,99999,2.267244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
OYK,VOYK,IN,BANGALORE,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.561633,1,99999,4.202727,48HR NOTICE REQUIRED.  DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED FOR INTERNAL FLIGHTS WITHIN INDIA. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
PBH,VQPR,BT,Paro,BHUTAN AIR SERVICES,3/1/2026,Corporate,CALL,1,999999,CALL,Price is subject to change. ,No
NMF,VRDA,MV,Maldives,ISLAND AVIATION SERVICES LTD,2/1/2025,Corporate,7.192883,1,999999,7.192883,PRICE SUBJECT TO CHANGE AT ANY TIME.ADDITIONAL 8% GST APPLICABLE IF THE OPERATION IS DOMESTIC. ,No
GAN,VRMG,MV,GAN ISLAND,MALDIVES - DOMESTIC FLT,12/20/2025,Corporate,4.939908,1,99999,4.939908,48HR NOTICE REQUIRED. PRICING FOR DOMESTIC / NATIONAL FLIGHT. PRICE IS SUBJECT TO CHANGE AT ANY TIME AND IS SUBJECT TO EXCHANGE RATE FLUCTUATIONS BASED ON LOCAL CURRENCY AND INVOICE DATE. ,Yes
GAN,VRMG,MV,GAN ISLAND,MALDIVES AIRPORTS,12/20/2025,Corporate,6.032624,1,99999,6.032624,48HR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHT. DOMESTIC FLIGHTS INCUR HIGHER PRICING. PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,Yes
HAQ,VRMH,MV,HANIMAADHOO,ISLAND AVIATION SERVICES LTD,12/15/2025,Corporate,5.062916,1,999999,5.062916,"PRICE IS SUBJECT TO CHANGE AT ANY TIME.
GST is applicable only for domestic sectors. For international fuel operations no GST at VRMH. ",No
MLE,VRMM,MV,MALE,MACL,2/3/2023,Corporate,4.548098,1,99999,4.548098,"72HR NOTICE REQUIRED. DOMESTIC OPERATIONS INCUR DIFFERENT PRICING AND 8% GST TO ALL UPLIFTS . SUBJECT TO CHANGE AT ANY TIME.

Winter period - 19 Dec 2022 to 31 Jan 2023 General Aviation fueling allocation time 1600-0600hrs ",Yes
MLE,VRMM,MV,MALE,MACL - DOMESTIC FLT,2/3/2023,Corporate,4.548098,1,99999,4.911946,PRICE FOR DOMESTIC / NATIONAL OPERATIONS. 72HR NOTICE REQUIRED.  SUBJECT TO CHANGE AT ANY TIME. ,Yes
DMK,VTBD,TH,BANGKOK,B.A.F.S. - CHEVTEX INTL,3/3/2026,Corporate,CALL,1,99999,CALL,48 HOUR NOTICE REQUIRED FOR FUEL CONFIRMATION. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTL FLIGHTS. NO DOMESTIC FUELINGS ,Yes
DMK,VTBD,TH,BANGKOK,B.A.F.S. - PTTOR PUBLIC CO.,3/1/2026,Corporate,CALL,1,99999,CALL,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
DMK,VTBD,TH,BANGKOK,B.A.F.S. - PTTOR PUBLIC CO. - DOMESTIC,3/1/2026,Corporate,CALL,1,999999,CALL,"Price is applicable for domestic flights.
48HR PRIOR NOTICE. ",No
BKK,VTBS,TH,BANGKOK,B.A.F.S. - PTTOR PUBLIC CO.,3/1/2026,Corporate,2.512656,1,99999,2.575768,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. **24HR PRIOR NOTICE. ,Yes
UTP,VTBU,TH,RAYONG,P.T.T.O.R.,3/1/2026,Corporate,2.522156,1,99999,2.522156,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
UTP,VTBU,TH,RAYONG,PTTOR PUBLIC CO. - DOMESTIC,3/1/2026,Corporate,2.522156,1,999999,3.372146,DOMESTIC FLIGHTS ONLY ,No
CNX,VTCC,TH,CHIANG MAI,P.T.T.O.R.,3/1/2026,Corporate,2.582656,1,99999,2.594763,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
CEI,VTCT,TH,CHIANG RAI,P.T.T.O.R.,3/1/2026,Corporate,2.952656,1,99999,2.963552,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
HHQ,VTPH,TH,HUA HIN,B.A.F.S.,3/1/2026,Corporate,2.632656,1,99999,2.638709,"DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. Additional 5,000 baht/flight will be charged as Custom Service for international
flight ",Yes
PHS,VTPP,TH,PHITSANULOK,PTTOR PUBLIC CO.,3/1/2026,Corporate,2.832656,1,99999,2.882656,"7 DAY NOTICE WITH ESTIMATED VOLUME IS REQUIRED. DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE.Additional 5,000 baht/flight will be charged as Custom Service for international
flight ",Yes
URT,VTSB,TH,SURAT THANI,P.T.T.O.R.,3/1/2026,Corporate,2.602656,1,99999,2.608709,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
KBV,VTSG,TH,KRABI,P.T.T.O.R.,3/1/2026,Corporate,2.593256,1,99999,2.599309,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
USM,VTSM,TH,KOH SAMUI,B.A.F.S.,3/1/2026,Corporate,3.197656,1,99999,3.372647,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
USM,VTSM,TH,KOH SAMUI,PTTOR PUBLIC CO. - DOMESTIC,3/1/2026,Corporate,3.197656,1,999999,4.282172,DOMESTIC FLIGHTS ONLY ,No
HKT,VTSP,TH,PHU KET,P.T.T.O.R.,3/1/2026,Corporate,2.532656,1,99999,2.543552,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
HKT,VTSP,TH,PHU KET,P.T.T.O.R. - DOMESTIC,3/1/2026,Corporate,2.629656,1,999999,3.498830,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,No
HDY,VTSS,TH,HAT YAI,P.T.T.O.R.,3/1/2026,Corporate,2.562656,1,99999,2.572741,DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. ,Yes
UTH,VTUD,TH,UDON THANI,P.T.T.O.R.,3/1/2026,Corporate,2.662656,1,99999,2.668709,"DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. Additional 5,000 baht/flight will be charged as Custom Service for international
flight ",Yes
KKC,VTUK,TH,KHON KAEN,P.T.T.O.R.,3/1/2026,Corporate,CALL,1,999999,CALL,"DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. Additional 5,000 baht/flight will be charged as Custom Service for international
flight ",No
UBP,VTUU,TH,UBON RATCHATHANI,P.T.T.O.R.,3/1/2026,Corporate,2.662656,1,99999,2.668709,"DOMESTIC FLIGHTS INCUR EXCISE TAX AND 7% LOCAL CHARGE. 48HR PRIOR NOTICE. Additional 5,000 baht/flight will be charged as Custom Service for international
flight ",Yes
HPH,VVCI,VN,CAT BI,DHT AVIATION,3/1/2026,Corporate,2.819656,1,99999,2.819656,"24HR NOTICE REQUIRED. CREW MUST PROVIDE FLIGHT ITINERARY TO AVOID ADDT'L TAXES. DOMESTIC FLIGHTS INCUR IMPORT TAX, ENVIRO TAX AND 10% LOCAL CHARGE ",Yes
HPH,VVCI,VN,CAT BI,PETROLIMEX,3/1/2026,Corporate,2.783656,1,99999,2.783656,"24HR NOTICE REQUIRED. CREW MUST PROVIDE FLIGHT ITINERARY TO AVOID ADDT'L TAXES. DOMESTIC FLIGHTS INCUR IMPORT TAX, ENVIRO TAX AND 10% LOCAL CHARGE ",Yes
HPH,VVCI,VN,CAT BI,PETROLIMEX - DOMESTIC,3/1/2026,Corporate,3.150500,1,999999,3.465550,24HR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR DOMESTIC FLIGHTS. ,No
CXR,VVCR,VN,CAM RANH INTL,PETROLIMEX,3/1/2026,Corporate,2.705656,1,99999,2.705656,"24HR NOTICE REQUIRED. CREW MUST PROVIDE FLIGHT ITINERARY TO AVOID ADDT'L TAXES. DOMESTIC FLIGHTS INCUR IMPORT TAX, ENVIRO TAX AND 10% LOCAL CHARGE ",No
