ICAO,FBO,TIER,PRICE,NAME,
LRSV,SC EUROSPEED SRL (FUEL ONLY),1,8.16965,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRTC,AEROPORTUL DELTA DUNARII TULCEA,1,13.91318,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. 50 EUR CUSTOMS FEE PER UPLIFT. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. No VAT will be applied either domestically or intl' flights. Excise fee will be applied only for NON-AOC holders. 5% Disbursement will be applied for Excise and Customs Fee.3.5% Airport Infrastructure Development Fee will be applied for Jet-A1 total fee,
LRTM,SC EUROSPEED SRL (FUEL ONLY),1,8.16965,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRTR,PETROM AVIATION (FUEL ONLY),1,8.29902,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. 50 USD FEE FOR UPLIFTS < 1000 LTRS OR FOR NO FUEL DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. agreement date ?01JULY2024  31DEC2024?,
LSGC,AEROPORT REGIONAL LES EPLATURES SA,1,13.96636,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS. IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL. AOC AND OPSPECS MUST ALSO BE PRESENTED FOR EXEMPTION. ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2. PRICE IS SUBJECT TO CHANGE AT ANY TIME.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSGS,AEROPORT DE SION,1,10.84771,PRICE INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS. IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL. AOC AND OPSPECS MUST ALSO BE PRESENTED FOR EXEMPTION. ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2. PRICE IS SUBJECT TO CHANGE AT ANYTIME.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSMP,SPEEDWINGS HANDLING SERVICES,1,10.03027,60 CHF HOOK UP FEE. MINIMUM FUEL FEE 35 CHF FOR < 300 LITERS. PRICE IS SUBJECT TO CHANGE AT ANY TIME. IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL. AOC AND OPSPECS MUST ALSO BE PRESENTED FOR EXEMPTION. ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSZA,LUGANO AIRPORT (GEN AVN HANDLING),1,10.52931,ALL PRIVATE FLIGHTS INCUR MOT AND VAT. AOC OPSPECS TO BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR EXEMPTION. PRICE MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSZB,SHELL/BM FUEL AG (FUEL ONLY),1,11.63520,ALL PRIVATE FLIGHTS INCUR MOT AND VAT. ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR EXEMPTION. 55 CHF CALLOUT FEE WHEN APPLICABLE.IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL. AOC AND OPSPECS MUST ALSO BE PRESENTED FOR EXEMPTION. ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSZC,FUEL VIA AIRPORT AUTHORITY (FUEL ONLY),1,11.30633,ALL FLIGHTS INCUR MOT AND VAT. ONLY ABLE TO OFFER VAT EXEMPTION IF OPERATOR IS ON EUROCONTROL LIST. AOC AND OPSPECS MUST ALSO BE PRESENTED FOR EXEMPTION. 48HR NOTICE REQUIRED FOR WEEKDAY FUELINGS AND 72 HOUR NOTICE FOR WEEKEND FUELINGS. PRICE MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS AND IS SUBJECT TO CHANGE AT ANY TIME.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSZH,AIR BP VIA SKYTANKING (FUEL ONLY),1,9.06596,ALL PRIVATE FLIGHTS INCUR MOT AND VAT. ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR EXEMPTION. 75 CHF HOOKUP FEE. 75 CHF NO SERVICE FEE WHEN APPLICABLE. $15USC/USG DEFUELING FEE WHEN APPLICABLE. GA FEE PASSED THROUGH AS INCURRED.  OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSZH,JET AVIATION (NORTH),1,9.90105,VALID FOR FUELLING ON THE JET AVIATION FBO GA RAMP. ALL PRIVATE FLIGHTS INCUR MOT AND VAT. OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND. PRICE MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS. HOOK UP FEE 40 CHF/UPLIFT.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
LSZR,AIRPORT ALTENRHEIN AG,1,7.22829,DUTY FREE PRICE. PRICING SUBJECT TO CHANGE AT ANY TIME. ALL PRIVATE FLIGHTS INCUR MOT AND VAT. AOC OPSPECS TO BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR EXEMPTION. 48 HOUR NOTICE REQUIRED FOR WEEKDAY FUELINGS AND 72 HOUR NOTICE FOR WEEKEND FUELINGS. IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL. ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2.As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY.  OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LSZS,ENGADIN AIRPORT,1,11.59063,ALL PRIVATE FLIGHTS INCUR MOT AND VAT. AOC OPSPECS TO BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR EXEMPTION. PRICE MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS. IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL.  ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2. PRICE IS SUBJECT TO UPDATE DAILY. As per Swiss customs ?San Marino registrations are not eligible for MOT exemptions in Switzerland regardless of AOC / flight type?.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY.  OPSPECS MUST BE SHOWN AND ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR TAX EXEMPTION. MOT/CO2/VAT WILL BE CHARGED ON ALL PRIVATE FLIGHTS DOMESTIC FLIGHTS ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE AIRCRAFT REGISTERED IN COUNTRIES THAT DO NOT HAVE A RECIPROCITY (GEGENRECHT) WITH SWITZERLAND,
LTAC,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.26567,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLIGHTS. DOMESTIC FLTS INCUR 18% LOCAL CHARGE AND HIGHER PRICING  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAC,THY OPET (FUEL ONLY),1,3.18567,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. INTERNATIONAL FUELINGS ONLY.  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAF,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.32959,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. DOMESTIC FLIGHTS INCUR HIGHER PRICING. CONVERSION 1 USG = 3.785 LTRS  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAJ,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.40919,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. DOMESTIC FLIGHTS INCUR HIGHER PRICING. CONVERSION 1 USG = 3.785 LTRS   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAJ,THY OPET (FUEL ONLY),1,3.32419,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. INTERNATIONAL FUELINGS ONLY.    MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAN,G AIR SERVICES,1,3.51979,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. DOMESTIC FLTS INCUR 18% LOCAL CHARGE AND HIGHER PRICING.PERMIT APPLICATION FEE 150 USD. SAME DAY ARRIVAL & DEPARTURE FEE 250 USD DIFFERENT DAY ARRIVAL & DEPARTURE FEE 300 USD   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAN,THY OPET (FUEL ONLY),1,3.48567,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. INTERNATIONAL FUELINGS ONLY (CANNOT SUPPORT DOMESTIC FUELING).  FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAR,G AIR SERVICES,1,3.93516,INTERNATIONAL FLIGHTS. PERMIT APPLICATION FEE 150 USD SAME DAY ARRIVAL & DEPARTURE FEE 250 USD DIFFERENT DAY ARRIVAL & DEPARTURE FEE 300 USD   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS.,
LTAT,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.86615,GENERAL AVIATION/MILITARY FLIGHTS ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. PRIVATE FLIGHTS INCUR 18% LOCAL CHARGE. LTR:USG CONVERSION OF 3.781 IS UTILIZED FOR ALL UPLIFTS.  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAU,PETROLOFISI,1,3.33659,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. DOMESTIC FLIGHTS INCUR HIGHER PRICING. CONVERSION 1 USG = 3.785 LTRS  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAW,G AIR SERVICES,1,4.52493,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. DOMESTIC FLTS INCUR 18% LOCAL CHARGE AND HIGHER PRICING. PRICING SUBJECT TO CHANGE AT ANY TIME.PERMIT APPLICATION FEE 150 USD. SAME DAY ARRIVAL & DEPARTURE FEE 250 USD DIFFERENT DAY ARRIVAL & DEPARTURE FEE 300 USD   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS.,
LTAY,AIRPORT AUTHORITY (FUEL ONLY),1,3.60749,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. DOMESTIC FLTS INCUR 18% LOCAL CHARGE AND HIGHER PRICING.PERMIT APPLICATION FEE 150 USD. SAME DAY ARRIVAL & DEPARTURE FEE 250 USD DIFFERENT DAY ARRIVAL & DEPARTURE FEE 300 USD   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAZ,BILEN AIR SERVICES (SUPERVISING AGENT),1,3.39693,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. DOMESTIC FLTS INCUR 18% LOCAL CHARGE AND HIGHER PRICING  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTAZ,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.34955,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. DOMESTIC FLIGHTS INCUR HIGHER PRICING. CONVERSION 1 USG = 3.785 LTRS  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBA,THY OPET (FUEL ONLY),1,3.30447,DOMESTIC FLIGHTS INCUR 20% VAT.PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. INTERNATIONAL FUELINGS ONLY.   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBH,GROUND HANDLING SERVICES,1,4.07499,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. DOMESTIC FLTS INCUR 18% LOCAL CHARGE AND HIGHER PRICING.PERMIT APPLICATION FEE 150 USD. SAME DAY ARRIVAL & DEPARTURE FEE 250 USD DIFFERENT DAY ARRIVAL & DEPARTURE FEE 300 USD   MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBH,THY OPET FUEL CO (FUEL ONLY),1,4.06687,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. MILITARY FUELING WILL INCUR HIGHER PRICING. INTERNATIONAL FUELINGS ONLY.  FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBJ,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.20179,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. DOMESTIC FLIGHTS INCUR HIGHER PRICING. CONVERSION 1 USG = 3.785 LTRS  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBJ,SOCAR TURKEY PETROL ENERJI DAGITIM SAN VE TIC AS (FUEL ONLY),1,3.14859,PRICE INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DOMESTIC FLIGHTS INCUR 20% LOCAL CHARGE. $50 LOW UPLIFT FEE FOR < 1000 LTRS. $50 NO FUEL FEE WHEN APPLICABLE.  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBQ,THY OPET (FUEL ONLY),1,3.92419,MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBR,THY OPET (FUEL ONLY),1,3.84447,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. TURKISH OPERATORS INCUR HIGHER PRICING. INTERNATIONAL FUELINGS ONLY.  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBS,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.22759,PRICE INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DOMESTIC FLIGHTS INCUR 20% VAT. $50 LOW UPLIFT FEE FOR < 1000 LTRS. $50 NO FUEL FEE WHEN APPLICABLE.  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
LTBU,OMV PETROL OFISI (POAIR) (FUEL ONLY),1,3.22679,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. DOMESTIC FLIGHTS INCUR HIGHER PRICING. CONVERSION 1 USG = 3.785 LTRS  MILITARY AND DOMESTIC FLIGHTS INCUR HIGHER PRICING FOR ALL TURKEY AIRPORTS. FLIGHTS DESTINED FOR ISRAEL WILL NOT BE FUELLED.,
